escola;Cod_turma;Turma;Tipo_Turma;Turno;Capacidade_sala;Serie;Alunos_Matriculados;Alunos_Matriculados_NEE
CEIM SIDNÉIA DA SILVA COSTA;22555;BERÇÁRIO II 05;NORMAL;INTEGRAL;12;BERÇÁRIO II;12;0
CEIM VALÉRIA RAMOS PASSOS;20620;MATERNAL I 11;NORMAL;MANHÃ;15;MATERNAL I;15;0
CEIM VALÉRIA RAMOS PASSOS;20622;MATERNAL I 12;NORMAL;MANHÃ;15;MATERNAL I;15;0
CEIM VALÉRIA RAMOS PASSOS;20635;MATERNAL I 13;NORMAL;MANHÃ;15;MATERNAL I;15;0
CEIM VALÉRIA RAMOS PASSOS;20636;MATERNAL I 14;NORMAL;MANHÃ;15;MATERNAL I;14;1
CEIM VALÉRIA RAMOS PASSOS;20638;MATERNAL I 15;NORMAL;MANHÃ;15;MATERNAL I;14;0
CEIM VALÉRIA RAMOS PASSOS;20649;MATERNAL I 21;NORMAL;TARDE;15;MATERNAL I;14;0
CEIM VALÉRIA RAMOS PASSOS;20654;MATERNAL I 22;NORMAL;TARDE;15;MATERNAL I;15;0
CEIM VALÉRIA RAMOS PASSOS;20655;MATERNAL I 23;NORMAL;TARDE;15;MATERNAL I;15;0
CEIM VALÉRIA RAMOS PASSOS;20656;MATERNAL I 24;NORMAL;TARDE;15;MATERNAL I;15;1
CEIM VALÉRIA RAMOS PASSOS;20657;MATERNAL I 25;NORMAL;TARDE;15;MATERNAL I;14;0
CEIM VALÉRIA RAMOS PASSOS;20658;MATERNAL II 11;NORMAL;MANHÃ;15;MATERNAL II;15;2
CEIM VALÉRIA RAMOS PASSOS;20659;MATERNAL II 12;NORMAL;MANHÃ;15;MATERNAL II;15;1
CEIM VALÉRIA RAMOS PASSOS;20660;MATERNAL II 13;NORMAL;MANHÃ;15;MATERNAL II;15;0
CEIM VALÉRIA RAMOS PASSOS;20661;MATERNAL II 14;NORMAL;MANHÃ;15;MATERNAL II;15;0
CEIM VALÉRIA RAMOS PASSOS;20662;MATERNAL II 15;NORMAL;MANHÃ;15;MATERNAL II;13;1
CEIM VALÉRIA RAMOS PASSOS;20663;MATERNAL II 21;NORMAL;TARDE;15;MATERNAL II;15;0
CEIM VALÉRIA RAMOS PASSOS;20664;MATERNAL II 22;NORMAL;TARDE;15;MATERNAL II;15;0
CEIM VALÉRIA RAMOS PASSOS;20666;MATERNAL II 23;NORMAL;TARDE;15;MATERNAL II;15;0
CEIM VALÉRIA RAMOS PASSOS;20667;MATERNAL II 24;NORMAL;TARDE;15;MATERNAL II;15;1
CEIM VALÉRIA RAMOS PASSOS;20674;MATERNAL II 25;NORMAL;TARDE;15;MATERNAL II;14;0
CEIM VALÉRIA RAMOS PASSOS;20678;PRÉ I 11;NORMAL;MANHÃ;20;PRÉ I;15;1
CEIM VALÉRIA RAMOS PASSOS;20679;PRÉ I 12;NORMAL;MANHÃ;20;PRÉ I;16;1
CEIM VALÉRIA RAMOS PASSOS;20688;PRÉ I 13;NORMAL;MANHÃ;20;PRÉ I;16;1
CEIM VALÉRIA RAMOS PASSOS;20690;PRÉ I 14;NORMAL;MANHÃ;20;PRÉ I;14;1
CEIM VALÉRIA RAMOS PASSOS;20691;PRÉ I 15;NORMAL;MANHÃ;20;PRÉ I;16;2
CEIM VALÉRIA RAMOS PASSOS;20692;PRÉ I 16;NORMAL;MANHÃ;20;PRÉ I;15;0
CEIM VALÉRIA RAMOS PASSOS;20695;PRÉ I 21;NORMAL;TARDE;20;PRÉ I;17;2
CEIM VALÉRIA RAMOS PASSOS;20696;PRÉ I 22;NORMAL;TARDE;20;PRÉ I;19;1
CEIM VALÉRIA RAMOS PASSOS;20697;PRÉ I 23;NORMAL;TARDE;20;PRÉ I;16;3
CEIM VALÉRIA RAMOS PASSOS;20700;PRÉ I 24;NORMAL;TARDE;20;PRÉ I;15;2
CEIM VALÉRIA RAMOS PASSOS;20701;PRÉ I 25;NORMAL;TARDE;20;PRÉ I;14;0
CEIM VALÉRIA RAMOS PASSOS;20702;PRÉ I 26;NORMAL;TARDE;20;PRÉ I;14;1
CEIM VALÉRIA RAMOS PASSOS;20703;PRÉ I 27;NORMAL;TARDE;20;PRÉ I;17;2
CEIM VALÉRIA RAMOS PASSOS;20705;PRÉ II 11;NORMAL;MANHÃ;20;PRÉ II;20;2
CEIM VALÉRIA RAMOS PASSOS;20709;PRÉ II 12;NORMAL;MANHÃ;20;PRÉ II;19;1
CEIM VALÉRIA RAMOS PASSOS;20710;PRÉ II 13;NORMAL;MANHÃ;20;PRÉ II;19;2
CEIM VALÉRIA RAMOS PASSOS;20711;PRÉ II 14;NORMAL;MANHÃ;20;PRÉ II;18;3
CEIM VALÉRIA RAMOS PASSOS;20712;PRÉ II 15;NORMAL;MANHÃ;20;PRÉ II;19;0
CEIM VALÉRIA RAMOS PASSOS;20713;PRÉ II 16;NORMAL;MANHÃ;20;PRÉ II;20;0
CEIM VALÉRIA RAMOS PASSOS;20718;PRÉ II 22;NORMAL;TARDE;20;PRÉ II;20;1
CEIM VALÉRIA RAMOS PASSOS;20720;PRÉ II 23;NORMAL;TARDE;20;PRÉ II;20;1
CEIM VALÉRIA RAMOS PASSOS;20722;PRÉ II 25;NORMAL;TARDE;20;PRÉ II;20;1
CEIM VALÉRIA RAMOS PASSOS;20723;PRÉ II 26;NORMAL;TARDE;20;PRÉ II;20;0
CEIM VALÉRIA RAMOS PASSOS;20734;BERÇÁRIO II 01;NORMAL;INTEGRAL;13;BERÇÁRIO II;13;0
CEIM VALÉRIA RAMOS PASSOS;20735;BERÇÁRIO II 02;NORMAL;INTEGRAL;14;BERÇÁRIO II;14;0
CEIM VALÉRIA RAMOS PASSOS;22400;PRÉ II 24;NORMAL;TARDE;20;PRÉ II;20;2
CEIM VALÉRIA RAMOS PASSOS;22406;PRÉ II 21;NORMAL;TARDE;20;PRÉ II;20;1
CEIM VALÉRIA RAMOS PASSOS;22407;PRÉ II 17;NORMAL;MANHÃ;20;PRÉ II;19;2
CEM JOANA BENEDICTA RANGEL;22183;601;NORMAL;INTEGRAL;35;6º ANO;34;1
CEM JOANA BENEDICTA RANGEL;22184;602;NORMAL;INTEGRAL;35;6º ANO;35;0
CEM JOANA BENEDICTA RANGEL;22185;603;NORMAL;INTEGRAL;35;6º ANO;34;0
CEM JOANA BENEDICTA RANGEL;22194;812;NORMAL;MANHÃ;33;8º ANO;33;4
CEM JOANA BENEDICTA RANGEL;22195;811;NORMAL;MANHÃ;33;8º ANO;33;0
CEM JOANA BENEDICTA RANGEL;22196;813;NORMAL;MANHÃ;35;8º ANO;35;1
CEM JOANA BENEDICTA RANGEL;22197;814;NORMAL;MANHÃ;35;8º ANO;32;2
CEM JOANA BENEDICTA RANGEL;22198;815;NORMAL;MANHÃ;35;8º ANO;34;0
CEM JOANA BENEDICTA RANGEL;22199;821;NORMAL;TARDE;35;8º ANO;33;3
CEM JOANA BENEDICTA RANGEL;22200;822;NORMAL;TARDE;35;8º ANO;28;1
CEM JOANA BENEDICTA RANGEL;22201;823;NORMAL;TARDE;35;8º ANO;32;3
CEM JOANA BENEDICTA RANGEL;22202;824;NORMAL;TARDE;35;8º ANO;32;2
CEM JOANA BENEDICTA RANGEL;22203;825;NORMAL;TARDE;25;8º ANO;25;0
CEM JOANA BENEDICTA RANGEL;22204;911;NORMAL;MANHÃ;35;9º ANO;34;2
CEM JOANA BENEDICTA RANGEL;22205;912;NORMAL;MANHÃ;35;9º ANO;34;0
CEM JOANA BENEDICTA RANGEL;22206;913;NORMAL;MANHÃ;34;9º ANO;34;2
CEM JOANA BENEDICTA RANGEL;22207;914;NORMAL;MANHÃ;35;9º ANO;34;4
CEM JOANA BENEDICTA RANGEL;22208;915;NORMAL;MANHÃ;35;9º ANO;35;2
CEM JOANA BENEDICTA RANGEL;22209;921;NORMAL;TARDE;35;9º ANO;33;3
CEM JOANA BENEDICTA RANGEL;22210;922;NORMAL;TARDE;35;9º ANO;35;1
CEM JOANA BENEDICTA RANGEL;22211;923;NORMAL;TARDE;35;9º ANO;35;1
CEM JOANA BENEDICTA RANGEL;22212;924;NORMAL;TARDE;35;9º ANO;35;2
CEM JOANA BENEDICTA RANGEL;22214;711;NORMAL;MANHÃ;28;7º ANO;28;3
CEM JOANA BENEDICTA RANGEL;22215;712;NORMAL;MANHÃ;35;7º ANO;35;1
CEM JOANA BENEDICTA RANGEL;22216;713;NORMAL;MANHÃ;35;7º ANO;35;1
CEM JOANA BENEDICTA RANGEL;22217;714;NORMAL;MANHÃ;35;7º ANO;35;4
CEM JOANA BENEDICTA RANGEL;22218;721;NORMAL;TARDE;33;7º ANO;29;2
CEM JOANA BENEDICTA RANGEL;22219;722;NORMAL;TARDE;32;7º ANO;30;2
CEM JOANA BENEDICTA RANGEL;22220;723;NORMAL;TARDE;35;7º ANO;35;3
CEM JOANA BENEDICTA RANGEL;22250;131;EJA;NOITE;25;I FASE;4;0
CEM JOANA BENEDICTA RANGEL;22251;231 - 331;NORMAL;NOITE;25;II FASE;15;1
CEM JOANA BENEDICTA RANGEL;22252;431 - 531;NORMAL;NOITE;30;IV FASE;25;3
CEM JOANA BENEDICTA RANGEL;22253;631;NORMAL;NOITE;35;VI FASE;14;0
CEM JOANA BENEDICTA RANGEL;22254;731;NORMAL;NOITE;35;VII FASE;19;0
CEM JOANA BENEDICTA RANGEL;22255;831;NORMAL;NOITE;35;VIII FASE;33;0
CEM JOANA BENEDICTA RANGEL;22256;931;NORMAL;NOITE;35;IX FASE;26;2
CEM JOANA BENEDICTA RANGEL;22384;1001;NORMAL;NOITE;35;1°ANO MÉDIO;33;2
CEM JOANA BENEDICTA RANGEL;22387;1002;NORMAL;NOITE;35;1°ANO MÉDIO;32;3
CEM JOANA BENEDICTA RANGEL;22388;1003;NORMAL;NOITE;35;;0;0
CEM JOANA BENEDICTA RANGEL;22391;916;NORMAL;MANHÃ;35;9º ANO;35;0
CENTRO EDUCACIONAL TATIANA MORAIS;22221;MATERNAL I 11;NORMAL;MANHÃ;18;MATERNAL I;15;0
CENTRO EDUCACIONAL TATIANA MORAIS;22222;MATERNAL I 12;NORMAL;MANHÃ;18;MATERNAL I;17;0
CENTRO EDUCACIONAL TATIANA MORAIS;22223;MATERNAL I 13;NORMAL;MANHÃ;18;MATERNAL I;18;0
CENTRO EDUCACIONAL TATIANA MORAIS;22225;MATERNAL II 11;NORMAL;MANHÃ;18;MATERNAL II;18;0
CENTRO EDUCACIONAL TATIANA MORAIS;22226;MATERNAL II 01;NORMAL;INTEGRAL;18;MATERNAL II;17;0
CENTRO EDUCACIONAL TATIANA MORAIS;22428;MATERNAL I 14;NORMAL;MANHÃ;18;MATERNAL I;18;0
CEPT PROFESSORA ZILCA LOPES DA FONTOURA;21828;601;NORMAL;INTEGRAL;30;6º ANO;30;1
CEPT PROFESSORA ZILCA LOPES DA FONTOURA;21829;602;NORMAL;INTEGRAL;30;6º ANO;30;6
CEPT PROFESSORA ZILCA LOPES DA FONTOURA;21830;603;NORMAL;INTEGRAL;30;6º ANO;27;2
CEPT PROFESSORA ZILCA LOPES DA FONTOURA;21831;604;NORMAL;INTEGRAL;30;6º ANO;26;4
CEPT PROFESSORA ZILCA LOPES DA FONTOURA;21832;605;NORMAL;INTEGRAL;35;6º ANO;31;4
CEPT PROFESSORA ZILCA LOPES DA FONTOURA;21834;701;NORMAL;INTEGRAL;30;7º ANO;27;2
CEPT PROFESSORA ZILCA LOPES DA FONTOURA;21835;702;NORMAL;INTEGRAL;30;7º ANO;30;1
CEPT PROFESSORA ZILCA LOPES DA FONTOURA;21836;703;NORMAL;INTEGRAL;30;7º ANO;28;2
CEPT PROFESSORA ZILCA LOPES DA FONTOURA;21837;704;NORMAL;INTEGRAL;30;7º ANO;30;2
CEPT PROFESSORA ZILCA LOPES DA FONTOURA;21838;801;NORMAL;INTEGRAL;30;8º ANO;18;5
CEPT PROFESSORA ZILCA LOPES DA FONTOURA;21839;802;NORMAL;INTEGRAL;30;8º ANO;21;0
CEPT PROFESSORA ZILCA LOPES DA FONTOURA;21840;803;NORMAL;INTEGRAL;30;8º ANO;24;1
CEPT PROFESSORA ZILCA LOPES DA FONTOURA;21841;901;NORMAL;INTEGRAL;34;9º ANO;29;10
CEPT PROFESSORA ZILCA LOPES DA FONTOURA;21842;902;NORMAL;INTEGRAL;34;9º ANO;24;5
CIEM COMANDANTE LUCIANO MORETTI LOPES;22288;301;NORMAL;INTEGRAL;27;3º ANO;27;0
CIEM COMANDANTE LUCIANO MORETTI LOPES;22289;302;NORMAL;INTEGRAL;26;3º ANO;25;2
CIEM COMANDANTE LUCIANO MORETTI LOPES;22290;101;NORMAL;INTEGRAL;25;1º ANO;18;2
CIEM COMANDANTE LUCIANO MORETTI LOPES;22291;102;NORMAL;INTEGRAL;25;1º ANO;19;3
CIEM COMANDANTE LUCIANO MORETTI LOPES;22292;201;NORMAL;INTEGRAL;25;2º ANO;17;0
CIEM COMANDANTE LUCIANO MORETTI LOPES;22295;202;NORMAL;INTEGRAL;25;2º ANO;16;0
CIEM COMANDANTE LUCIANO MORETTI LOPES;22520;PRE II 01;NORMAL;INTEGRAL;20;PRÉ II;12;0
CRECHE AQUARELA KIDS ITAIPUAÇU LIMITADA;21927;MATERNAL I 11;NORMAL;MANHÃ;8;MATERNAL I;7;0
CRECHE AQUARELA KIDS ITAIPUAÇU LIMITADA;21928;MATERNAL I 12;NORMAL;MANHÃ;4;MATERNAL I;1;0
CRECHE AQUARELA KIDS ITAIPUAÇU LIMITADA;21929;MATERNAL I 21;NORMAL;TARDE;4;MATERNAL I;4;0
CRECHE AQUARELA KIDS ITAIPUAÇU LIMITADA;21930;MATERNAL II 11;NORMAL;MANHÃ;14;MATERNAL II;11;0
CRECHE AQUARELA KIDS ITAIPUAÇU LIMITADA;21931;MATERNAL II 12;NORMAL;MANHÃ;9;MATERNAL II;6;0
CRECHE AQUARELA KIDS ITAIPUAÇU LIMITADA;21932;MATERNAL II 21;NORMAL;TARDE;10;MATERNAL II;10;0
CRECHE AQUARELA KIDS ITAIPUAÇU LIMITADA;21933;MATERNAL II 22;NORMAL;TARDE;9;MATERNAL II;9;0
CRECHE AQUARELA KIDS ITAIPUAÇU LIMITADA;21934;MATERNAL II 23;NORMAL;TARDE;8;MATERNAL II;8;0
CRECHE ESCOLA NANA NENEM;21922;BERÇÁRIO II 01;NORMAL;INTEGRAL;8;BERÇÁRIO II;8;0
CRECHE ESCOLA NANA NENEM;21923;MATERNAL I 11;NORMAL;MANHÃ;12;MATERNAL I;11;0
CRECHE ESCOLA NANA NENEM;21924;MATERNAL I 12;NORMAL;MANHÃ;10;MATERNAL I;10;0
CRECHE ESCOLA NANA NENEM;21925;MATERNAL I 13;NORMAL;MANHÃ;12;MATERNAL I;12;0
CRECHE ESCOLA NANA NENEM;21926;MATERNAL II 11;NORMAL;MANHÃ;15;MATERNAL II;15;0
CRECHE ESCOLA NANA NENEM;22340;MATERNAL I 14;NORMAL;MANHÃ;10;MATERNAL I;10;0
CRECHE MUNICIPAL ESTRELINHAS DO AMANHÃ;20846;MATERNAL I 01;NORMAL;INTEGRAL;15;MATERNAL I;14;2
CRECHE MUNICIPAL ESTRELINHAS DO AMANHÃ;20848;MATERNAL I 02;NORMAL;INTEGRAL;15;MATERNAL I;15;0
CRECHE MUNICIPAL ESTRELINHAS DO AMANHÃ;20850;MATERNAL I 03;NORMAL;INTEGRAL;15;MATERNAL I;13;1
CRECHE MUNICIPAL ESTRELINHAS DO AMANHÃ;20851;MATERNAL II 01;NORMAL;INTEGRAL;15;MATERNAL II;15;0
CRECHE MUNICIPAL ESTRELINHAS DO AMANHÃ;20853;MATERNAL II 02;NORMAL;INTEGRAL;15;MATERNAL II;15;0
CRECHE MUNICIPAL ESTRELINHAS DO AMANHÃ;20855;MATERNAL II 03;NORMAL;INTEGRAL;15;MATERNAL II;14;1
CRECHE MUNICIPAL ESTRELINHAS DO AMANHÃ;20857;MATERNAL II 04;NORMAL;INTEGRAL;15;MATERNAL II;14;0
CRECHE MUNICIPAL ESTRELINHAS DO AMANHÃ;20858;MATERNAL II 05;NORMAL;INTEGRAL;15;MATERNAL II;15;0
EM ADEMILDA MUNIZ SIMÕES;22276;111;NORMAL;MANHÃ;25;1º ANO;18;1
EM ADEMILDA MUNIZ SIMÕES;22277;112;NORMAL;MANHÃ;25;1º ANO;20;2
EM ADEMILDA MUNIZ SIMÕES;22278;121;NORMAL;TARDE;25;1º ANO;18;2
EM ADEMILDA MUNIZ SIMÕES;22279;122;NORMAL;TARDE;25;1º ANO;19;3
EM ADEMILDA MUNIZ SIMÕES;22280;123;NORMAL;TARDE;25;1º ANO;19;2
EM ADEMILDA MUNIZ SIMÕES;22282;211;NORMAL;MANHÃ;25;2º ANO;21;3
EM ADEMILDA MUNIZ SIMÕES;22283;311;NORMAL;MANHÃ;23;3º ANO;23;1
EM ADEMILDA MUNIZ SIMÕES;22284;312;NORMAL;MANHÃ;25;3º ANO;23;3
EM ADEMILDA MUNIZ SIMÕES;22285;313;NORMAL;MANHÃ;25;3º ANO;23;3
EM ADEMILDA MUNIZ SIMÕES;22286;321;NORMAL;TARDE;25;3º ANO;24;1
EM ADEMILDA MUNIZ SIMÕES;22287;322;NORMAL;TARDE;25;3º ANO;23;1
EM ALCEBÍADES AFONSO VIANA FILHO;21405;PRÉ II 01;NORMAL;INTEGRAL;20;PRÉ II;15;1
EM ALCEBÍADES AFONSO VIANA FILHO;21406;101;NORMAL;INTEGRAL;25;1º ANO;17;1
EM ALCEBÍADES AFONSO VIANA FILHO;21407;201;NORMAL;INTEGRAL;25;2º ANO;15;1
EM ALCEBÍADES AFONSO VIANA FILHO;21559;401;NORMAL;INTEGRAL;25;4º ANO;24;0
EM ALCEBÍADES AFONSO VIANA FILHO;21560;501;NORMAL;INTEGRAL;25;5º ANO;21;2
EM ALCEBÍADES AFONSO VIANA FILHO;22298;301;NORMAL;INTEGRAL;25;3º ANO;23;2
EM ALFREDO NICOLAU DA SILVA JUNIOR;21281;101;NORMAL;INTEGRAL;25;1º ANO;19;3
EM ALFREDO NICOLAU DA SILVA JUNIOR;21282;102;NORMAL;INTEGRAL;25;1º ANO;21;3
EM ALFREDO NICOLAU DA SILVA JUNIOR;21283;103;NORMAL;INTEGRAL;25;1º ANO;21;4
EM ALFREDO NICOLAU DA SILVA JUNIOR;21285;211;NORMAL;MANHÃ;25;2º ANO;17;1
EM ALFREDO NICOLAU DA SILVA JUNIOR;21286;212;NORMAL;MANHÃ;25;2º ANO;15;1
EM ALFREDO NICOLAU DA SILVA JUNIOR;21287;221;NORMAL;TARDE;25;2º ANO;19;1
EM ALFREDO NICOLAU DA SILVA JUNIOR;22301;311;NORMAL;MANHÃ;25;3º ANO;20;5
EM ALFREDO NICOLAU DA SILVA JUNIOR;22302;321;NORMAL;TARDE;25;3º ANO;14;1
EM ALFREDO NICOLAU DA SILVA JUNIOR;22304;322;NORMAL;TARDE;25;3º ANO;15;0
EM ALFREDO NICOLAU DA SILVA JUNIOR;22306;411;NORMAL;MANHÃ;30;4º ANO;27;4
EM ALFREDO NICOLAU DA SILVA JUNIOR;22307;421;NORMAL;TARDE;30;4º ANO;28;2
EM ALFREDO NICOLAU DA SILVA JUNIOR;22308;511;NORMAL;MANHÃ;30;5º ANO;22;3
EM ALFREDO NICOLAU DA SILVA JUNIOR;22309;521;NORMAL;TARDE;30;5º ANO;24;4
EM AMANDA PENA DE AZEVEDO SOARES;21121;PRÉ II 21;NORMAL;TARDE;20;PRÉ II;9;0
EM AMANDA PENA DE AZEVEDO SOARES;21278;121;NORMAL;TARDE;25;1º ANO;22;0
EM AMANDA PENA DE AZEVEDO SOARES;21279;221;NORMAL;TARDE;25;2º ANO;25;0
EM AMANDA PENA DE AZEVEDO SOARES;21660;421;NORMAL;TARDE;30;4º ANO;28;1
EM AMANDA PENA DE AZEVEDO SOARES;21662;521;NORMAL;TARDE;30;5º ANO;28;1
EM AMANDA PENA DE AZEVEDO SOARES;21664;621;NORMAL;TARDE;35;6º ANO;25;1
EM AMANDA PENA DE AZEVEDO SOARES;21667;622;NORMAL;TARDE;35;6º ANO;22;1
EM AMANDA PENA DE AZEVEDO SOARES;21670;623;NORMAL;TARDE;35;6º ANO;28;1
EM AMANDA PENA DE AZEVEDO SOARES;21672;624;NORMAL;TARDE;35;6º ANO;25;1
EM AMANDA PENA DE AZEVEDO SOARES;21674;711;NORMAL;MANHÃ;35;7º ANO;32;2
EM AMANDA PENA DE AZEVEDO SOARES;21675;712;NORMAL;MANHÃ;35;7º ANO;30;1
EM AMANDA PENA DE AZEVEDO SOARES;21676;713;NORMAL;MANHÃ;35;7º ANO;34;7
EM AMANDA PENA DE AZEVEDO SOARES;21678;714;NORMAL;MANHÃ;35;7º ANO;32;1
EM AMANDA PENA DE AZEVEDO SOARES;21682;811;NORMAL;MANHÃ;35;8º ANO;30;3
EM AMANDA PENA DE AZEVEDO SOARES;21684;812;NORMAL;MANHÃ;35;8º ANO;28;1
EM AMANDA PENA DE AZEVEDO SOARES;21685;813;NORMAL;MANHÃ;35;8º ANO;28;1
EM AMANDA PENA DE AZEVEDO SOARES;21689;814;NORMAL;MANHÃ;35;8º ANO;29;2
EM AMANDA PENA DE AZEVEDO SOARES;21691;911;NORMAL;MANHÃ;35;9º ANO;32;0
EM AMANDA PENA DE AZEVEDO SOARES;21693;912;NORMAL;MANHÃ;35;9º ANO;30;4
EM AMANDA PENA DE AZEVEDO SOARES;21696;913;NORMAL;MANHÃ;35;9º ANO;25;1
EM AMANDA PENA DE AZEVEDO SOARES;21698;914;NORMAL;MANHÃ;35;9º ANO;25;2
EM AMANDA PENA DE AZEVEDO SOARES;22310;321;NORMAL;TARDE;25;3º ANO;23;1
EM AMAURY GOMES DO NASCIMENTO;21110;PRÉ I 11;NORMAL;MANHÃ;20;PRÉ I;17;3
EM AMAURY GOMES DO NASCIMENTO;21111;PRÉ I 12;NORMAL;MANHÃ;20;PRÉ I;15;3
EM AMAURY GOMES DO NASCIMENTO;21112;PRÉ I 21;NORMAL;TARDE;20;PRÉ I;19;3
EM AMAURY GOMES DO NASCIMENTO;21116;PRÉ II 11;NORMAL;MANHÃ;20;PRÉ II;18;2
EM AMAURY GOMES DO NASCIMENTO;21117;PRÉ II 12;NORMAL;MANHÃ;20;PRÉ II;18;0
EM AMAURY GOMES DO NASCIMENTO;21119;PRÉ II 21;NORMAL;TARDE;20;PRÉ II;19;2
EM AMAURY GOMES DO NASCIMENTO;21120;PRÉ II 22;NORMAL;TARDE;20;PRÉ II;19;4
EM AMAURY GOMES DO NASCIMENTO;21271;111;NORMAL;MANHÃ;25;1º ANO;22;5
EM AMAURY GOMES DO NASCIMENTO;21272;121;NORMAL;TARDE;25;1º ANO;22;3
EM AMAURY GOMES DO NASCIMENTO;21273;211;NORMAL;MANHÃ;25;2º ANO;18;9
EM AMAURY GOMES DO NASCIMENTO;21274;221;NORMAL;TARDE;25;2º ANO;24;5
EM AMAURY GOMES DO NASCIMENTO;21622;501;NORMAL;INTEGRAL;30;5º ANO;15;4
EM AMAURY GOMES DO NASCIMENTO;22311;311;NORMAL;MANHÃ;25;3º ANO;25;4
EM AMAURY GOMES DO NASCIMENTO;22312;321;NORMAL;TARDE;25;3º ANO;21;0
EM AMAURY GOMES DO NASCIMENTO;22313;322;NORMAL;TARDE;25;3º ANO;19;1
EM AMAURY GOMES DO NASCIMENTO;22362;401;NORMAL;INTEGRAL;30;4º ANO;25;3
EM ANÍSIO SPÍNOLA TEIXEIRA;21499;601;NORMAL;INTEGRAL;25;6º ANO;25;4
EM ANÍSIO SPÍNOLA TEIXEIRA;21501;602;NORMAL;INTEGRAL;25;6º ANO;25;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21502;603;NORMAL;INTEGRAL;25;6º ANO;23;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21503;604;NORMAL;INTEGRAL;25;6º ANO;25;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21504;605;NORMAL;INTEGRAL;25;6º ANO;25;3
EM ANÍSIO SPÍNOLA TEIXEIRA;21513;606;NORMAL;INTEGRAL;25;6º ANO;25;3
EM ANÍSIO SPÍNOLA TEIXEIRA;21514;607;NORMAL;INTEGRAL;25;6º ANO;24;1
EM ANÍSIO SPÍNOLA TEIXEIRA;21515;608;NORMAL;INTEGRAL;25;6º ANO;21;4
EM ANÍSIO SPÍNOLA TEIXEIRA;21516;609;NORMAL;INTEGRAL;25;6º ANO;21;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21517;610;NORMAL;INTEGRAL;25;6º ANO;24;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21519;611;NORMAL;INTEGRAL;25;6º ANO;25;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21520;612;NORMAL;INTEGRAL;25;6º ANO;20;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21521;613;NORMAL;INTEGRAL;25;6º ANO;25;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21523;614;NORMAL;INTEGRAL;25;6º ANO;25;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21528;615;NORMAL;INTEGRAL;25;6º ANO;24;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21531;616;NORMAL;INTEGRAL;25;6º ANO;24;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21534;617;NORMAL;INTEGRAL;25;6º ANO;24;1
EM ANÍSIO SPÍNOLA TEIXEIRA;21536;618;NORMAL;INTEGRAL;25;6º ANO;25;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21539;600;NORMAL;INTEGRAL;25;6º ANO;25;4
EM ANÍSIO SPÍNOLA TEIXEIRA;21541;701;NORMAL;INTEGRAL;25;7º ANO;25;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21544;702;NORMAL;INTEGRAL;25;7º ANO;24;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21546;703;NORMAL;INTEGRAL;25;7º ANO;25;3
EM ANÍSIO SPÍNOLA TEIXEIRA;21553;704;NORMAL;INTEGRAL;25;7º ANO;25;3
EM ANÍSIO SPÍNOLA TEIXEIRA;21554;705;NORMAL;INTEGRAL;25;7º ANO;25;5
EM ANÍSIO SPÍNOLA TEIXEIRA;21555;706;NORMAL;INTEGRAL;25;7º ANO;25;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21556;707;NORMAL;INTEGRAL;25;7º ANO;24;1
EM ANÍSIO SPÍNOLA TEIXEIRA;21557;708;NORMAL;INTEGRAL;25;7º ANO;25;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21558;709;NORMAL;INTEGRAL;25;7º ANO;23;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21561;710;NORMAL;INTEGRAL;25;7º ANO;24;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21577;717;NORMAL;INTEGRAL;25;7º ANO;24;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21580;711;NORMAL;INTEGRAL;25;7º ANO;25;2
EM ANÍSIO SPÍNOLA TEIXEIRA;21581;712;NORMAL;INTEGRAL;25;7º ANO;25;4
EM ANÍSIO SPÍNOLA TEIXEIRA;21582;713;NORMAL;INTEGRAL;25;7º ANO;24;0
EM ANÍSIO SPÍNOLA TEIXEIRA;21583;714;NORMAL;INTEGRAL;25;7º ANO;25;3
EM ANÍSIO SPÍNOLA TEIXEIRA;21584;715;NORMAL;INTEGRAL;25;7º ANO;25;3
EM ANÍSIO SPÍNOLA TEIXEIRA;21585;716;NORMAL;INTEGRAL;25;7º ANO;25;4
EM ANÍSIO SPÍNOLA TEIXEIRA;21586;718;NORMAL;INTEGRAL;25;7º ANO;24;4
